otwl,oths
6.482598,0.143771
6.35407024363,1.33205015088
5.90826089478,2.41632308058
5.48245677634,3.52376900206
4.72018571007,4.60187086833
3.58672421698,5.36890368775
2.39426947521,5.44300341854
