rp1wl,rp1hs,rp10wl,rp10hs,rp100wl,rp100hs,rp2wl,rp2hs,rp20wl,rp20hs,rp5wl,rp5hs,rp50wl,rp50hs
3.70167989334,3.73787212349,4.16987329857,4.4597467989,4.57574530969,5.23440625361,3.85219119135,3.98806670615,4.29383856695,4.66241744856,4.05161669665,4.28957037609,4.45233980235,4.89420253317
3.54479329536,3.77651332721,4.01395285236,4.5513316565,4.40033195572,5.34001756531,3.69211595621,4.04056498985,4.1297874605,4.75150131929,3.88261560125,4.34217147703,4.28422734729,5.00090768686
3.38725620474,3.81251715621,3.8387976987,4.60518661573,4.21898948726,5.43480289255,3.52821280778,4.07923863805,3.95838651904,4.83159333424,3.7102185459,4.38302405401,4.12228606953,5.11729608449
3.22886827197,3.8444699253,3.65820227874,4.63711300166,4.03335419709,5.52117221588,3.362685369,4.11048901632,3.77768974275,4.88980274846,3.53477979045,4.40786474983,3.94402163717,5.20674874813
3.06902841871,3.8682289887,3.48027051141,4.6818092195,3.84898406886,5.61022299056,3.19800522403,4.14569432158,3.59381979827,4.93478597917,3.36035969998,4.43878939059,3.77298664983,5.30948646695
2.90798412122,3.8783050088,3.29942635623,4.71340613432,3.64868465332,5.62167358273,3.03120388093,4.16907178595,3.41005304961,4.98088473852,3.18634001975,4.47182068806,3.58672421698,5.36890368775
2.74641971734,3.88173345634,3.11853007939,4.74465251398,3.45121402655,5.66843448681,2.86304630992,4.17578841082,3.22376952897,5.01785498833,3.0114101442,4.5000442923,3.38984895648,5.39643706844
2.58485531346,3.88516190388,2.93655500309,4.76464310223,3.26354586699,5.74964223218,2.69461552048,4.17957810429,3.03734138954,5.05373498777,2.83434317065,4.50498306692,3.19221370254,5.42169675894
2.42329090957,3.88859035142,2.75301437838,4.7687238023,3.06891186824,5.81224817229,2.52618473104,4.18336779776,2.84780113435,5.06184770633,2.65719296803,4.5090158814,2.99296972801,5.42866863939
2.26172650569,3.89201879896,2.56947375366,4.77280450237,2.86558620201,5.82846826641,2.3577539416,4.18715749123,2.65793805654,5.06642735236,2.48004276541,4.51304869588,2.79340297707,5.43344689911
2.10016210181,3.8954472465,2.38593312895,4.77688520244,2.66090314077,5.83405524234,2.18932315215,4.1909471847,2.46807497874,5.07100699839,2.30289256279,4.51708151036,2.59383622614,5.43822515882
1.93859769792,3.89887569404,2.20239250424,4.7809659025,2.45620293682,5.83913139774,2.02089236271,4.19473687817,2.27821190093,5.07558664442,2.12574236017,4.52111432484,2.39426947521,5.44300341854
1.77703329404,3.90230414158,2.01885187952,4.78504660257,2.25150273286,5.84420755314,1.85246157327,4.19852657165,2.08834882312,5.08016629046,1.94859215755,4.52514713933,2.19470272427,5.44778167825
1.61546889016,3.90573258912,1.83531125481,4.78912730264,2.04680252891,5.84928370853,1.68403078382,4.20231626512,1.89848574532,5.08474593649,1.77144195493,4.52917995381,1.99513597334,5.45255993797
1.45390448627,3.90916103666,1.6517706301,4.79320800271,1.84210232495,5.85435986393,1.51559999438,4.20610595859,1.70862266751,5.08932558252,1.59429175231,4.53321276829,1.79556922241,5.45733819768
1.29234008239,3.9125894842,1.46823000539,4.79728870278,1.637402121,5.85943601933,1.34716920494,4.20989565206,1.51875958971,5.09390522855,1.41714154969,4.53724558277,1.59600247147,5.4621164574
1.13077567851,3.91601793174,1.28468938067,4.80136940284,1.43270191704,5.86451217473,1.1787384155,4.21368534553,1.3288965119,5.09848487458,1.23999134707,4.54127839725,1.39643572054,5.46689471711
0.969211274623,3.91944637928,1.10114875596,4.80545010291,1.22800171308,5.86958833012,1.01030762605,4.217475039,1.1390334341,5.10306452062,1.06284114445,4.54531121173,1.19686896961,5.47167297683
0.80764687074,3.92287482683,0.917608131246,4.80953080298,1.02330150913,5.87466448552,0.841876836611,4.22126473247,0.949170356292,5.10764416665,0.885690941831,4.54934402621,0.997302218674,5.47645123654
0.646082466857,3.92630327437,0.734067506533,4.81361150305,0.818601305174,5.87974064092,0.673446047168,4.22505442594,0.759307278487,5.11222381268,0.70854073921,4.55337684069,0.79773546774,5.48122949626
0.484518062973,3.92973172191,0.55052688182,4.81769220312,0.613901101219,5.88481679632,0.505015257725,4.22884411941,0.569444200681,5.11680345871,0.53139053659,4.55740965517,0.598168716807,5.48600775598
0.32295365909,3.93316016945,0.366986257107,4.82177290318,0.409200897264,5.88989295172,0.336584468282,4.23263381289,0.379581122876,5.12138310474,0.354240333969,4.56144246966,0.398601965873,5.49078601569
0.161389255206,3.93658861699,0.183445632394,4.82585360325,0.204500693308,5.89496910711,0.168153678839,4.23642350636,0.189718045071,5.12596275078,0.177090131349,4.56547528414,0.19903521494,5.49556427541
0.0,3.94001706453,0.0,4.82993430332,0.0,5.90004526251,0.0,4.24021319983,0.0,5.13054239681,0.0,4.56950809862,0.0,5.50034253512
