otwl,oths
6.72210486027,0.0
6.66274025885,1.13196965076
6.20155777034,2.2534421343
5.75196612049,3.3804159744
5.21405435375,4.47275086137
4.03335419709,5.52117221588
2.86558620201,5.82846826641
1.84210232495,5.85435986393
