,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,1.63333548091e-201,4.3591217981e-195,1.03866243306e-188,2.20494530086e-182,4.16125164541e-176,6.96567526349e-170,1.03175834138e-163,1.34889777225e-157,1.55246296909e-151,1.56855201467e-145,1.38720462219e-139,1.07053972155e-133,7.18561668634e-128,4.18038944916e-122,2.10019127973e-116,9.07578337166e-111,3.35947087831e-105,1.06039851851e-99,2.84043900182e-94,6.4234118714e-89,1.21947936537e-83,1.93183587562e-78,2.53674603751e-73,2.74125137878e-68,2.41839701582e-63,1.72659402791e-58,9.87833862301e-54,4.4796446271e-49,1.59032678117e-44,4.35786604649e-40,9.06834521774e-36,1.40598212553e-31,1.5878698751e-27,1.27103433395e-23,6.9707733772e-20,2.50806552906e-16,5.58667791666e-13,7.09511301483e-10,4.51650897734e-07,0.000113254118804
0.2,3.44920851507e-83,1.40481075846e-80,5.46405699117e-78,2.02789080256e-75,7.17500130109e-73,2.41794012229e-70,7.75342975548e-68,2.36333105114e-65,6.84025971794e-63,1.87779544833e-60,4.88354538197e-58,1.20167739602e-55,2.79401609087e-53,6.12979568462e-51,1.26703483725e-48,2.46356270828e-46,4.49812340507e-44,7.69838872732e-42,1.23259065319e-39,1.84235359477e-37,2.56491535904e-35,3.31777038252e-33,3.97671798076e-31,4.40383271496e-29,4.4911742253e-27,4.20300064398e-25,3.59502798663e-23,2.7980350094e-21,1.97163245005e-19,1.25062678177e-17,7.09388057302e-16,3.5705581681e-14,1.58015113567e-12,6.08062506873e-11,2.00680101043e-09,5.58100732733e-08,1.27746165007e-06,2.32747311664e-05,0.000320331021615,0.00301993598906
0.3,6.70304286593e-50,2.32769162819e-48,7.86632854729e-47,2.58580172025e-45,8.26358035687e-44,2.56598384826e-42,7.73754993169e-41,2.26441362153e-39,6.42741390928e-38,1.76829996116e-36,4.71205039731e-35,1.21527957631e-33,3.03119534936e-32,7.30569742785e-31,1.69994705283e-29,3.81527641747e-28,8.25081389844e-27,1.71743474906e-25,3.4369602511e-24,6.60448813371e-23,1.21699923497e-21,2.14730979373e-20,3.62212009721e-19,5.83096629306e-18,8.94125902271e-17,1.30322907751e-15,1.80130477586e-14,2.35480859947e-13,2.90292299915e-12,3.36321993265e-11,3.64769044116e-10,3.68672886814e-09,3.45360025548e-08,2.97895122848e-07,2.34684690648e-06,1.67115891928e-05,0.000106078241705,0.000588485663805,0.0027665099313,0.0104023430713
0.4,7.25467617419e-35,8.32848746301e-34,9.38407174361e-33,1.03739584308e-31,1.12478570042e-30,1.19564962604e-29,1.24559199038e-28,1.27117619999e-27,1.27029590008e-26,1.2424369833e-25,1.18878810267e-24,1.11217615135e-23,1.01682746716e-22,9.07981223155e-22,7.91403811657e-21,6.72867657056e-20,5.57661870176e-19,4.5019471986e-18,3.53730671249e-17,2.70281371527e-16,2.00645242324e-15,1.44569048617e-14,1.00990635732e-13,6.83167720821e-13,4.46934233332e-12,2.82357547917e-11,1.71986048798e-10,1.00818244626e-09,5.67609041187e-09,3.06204288791e-08,1.5785472508e-07,7.75218924733e-07,3.61320718187e-06,1.59112484507e-05,6.58308809521e-05,0.000254074152555,0.000906032950433,0.00294497092459,0.00854166886647,0.0212457265048
0.5,1.77529249007e-26,1.10235574964e-25,6.74988024153e-25,4.07456512783e-24,2.4241568436e-23,1.42105958623e-22,8.2055546327e-22,4.6656617946e-21,2.61148125017e-20,1.438401485e-19,7.79356156358e-19,4.1522996448e-18,2.17451710583e-17,1.11885125463e-16,5.65352816224e-16,2.8041025075e-15,1.36449052422e-14,6.51041734224e-14,3.044040795e-13,1.39385391906e-12,6.24609579502e-12,2.73715035633e-11,1.17201284964e-10,4.89915943437e-10,1.99728243706e-09,7.9325775046e-09,3.06564077521e-08,1.15125694156e-07,4.19472062362e-07,1.48032159401e-06,5.04961054715e-06,1.66107029146e-05,5.25454736831e-05,0.000159306756629,0.00046096439481,0.00126621954189,0.00327832515251,0.00791922473597,0.0175669332979,0.0347359987466
0.6,3.44219364699e-21,1.45390163929e-20,6.07350926581e-20,2.50877268792e-19,1.0244902732e-18,4.13507049093e-18,1.64924632268e-17,6.49844738199e-17,2.52896995492e-16,9.71785288643e-16,3.68608847259e-15,1.37974613434e-14,5.09485928797e-14,1.85531644756e-13,6.66040451633e-13,2.35620948965e-12,8.21070615185e-12,2.81715387902e-11,9.51262248399e-11,3.15958546825e-10,1.03172265865e-09,3.31010426679e-09,1.04276439322e-08,3.22322205708e-08,9.76825664063e-08,2.8999764745e-07,8.42574645792e-07,2.39328735207e-06,6.6378854479e-06,1.79521073862e-05,4.72675121705e-05,0.000120939050738,0.000300034576183,0.000719814646375,0.00166448881403,0.00369416988385,0.00782487173058,0.015692047706,0.0294222693039,0.0503824780853
0.7,1.401463237e-17,4.55678518808e-17,1.46828748338e-16,4.68778095497e-16,1.48269518931e-15,4.64500236321e-15,1.44107576715e-14,4.42657382145e-14,1.34597619624e-13,4.0504170655e-13,1.20601715162e-12,3.55215216938e-12,1.03466722957e-11,2.97961911166e-11,8.48094168779e-11,2.38514458537e-10,6.62563478548e-10,1.8173017262e-09,4.91978972697e-09,1.31403331928e-08,3.46108664577e-08,8.98575045955e-08,2.29827950673e-07,5.78771672279e-07,1.4341416615e-06,3.49423871524e-06,8.36469168375e-06,1.96564212803e-05,4.52988509705e-05,0.000102260756853,0.000225842615024,0.000487213085688,0.00102486370684,0.00209749563317,0.00416533918366,0.00799856757032,0.0147836053975,0.0261279191371,0.0437045874118,0.067874958514
0.8,5.67510445842e-15,1.52913755226e-14,4.08903018508e-14,1.08501215568e-13,2.85644653448e-13,7.45982276807e-13,1.93229011232e-12,4.96346086754e-12,1.26412090853e-11,3.19156433949e-11,7.98627747405e-11,1.98025449766e-10,4.86450005498e-10,1.18357292692e-09,2.8515705777e-09,6.80128894341e-09,1.60544080834e-08,3.74940814622e-08,8.6607651613e-08,1.97798927552e-07,4.46480586186e-07,9.9566966237e-07,2.19265023433e-06,4.76600074026e-06,1.02196932005e-05,2.1605510575e-05,4.50038067065e-05,9.22938615511e-05,0.000186197849331,0.00036918461153,0.000718630224784,0.00137153348757,0.00256264817292,0.00467904970786,0.00832963564469,0.0144155606108,0.0241594879125,0.0389940873277,0.0600919891311,0.0870026409091
0.9,5.2273267643e-13,1.22359444092e-12,2.84554045474e-12,6.57369435455e-12,1.5084030375e-11,3.43741172335e-11,7.77843701468e-11,1.74758034011e-10,3.89762605664e-10,8.62803900517e-10,1.89539555231e-09,4.13129527918e-09,8.93283943434e-09,1.915680514e-08,4.07375419803e-08,8.58828954447e-08,1.79454333346e-07,3.71556239352e-07,7.62075828917e-07,1.5479084643e-06,3.11261808468e-06,6.19424045937e-06,1.21945742388e-05,2.3740002944e-05,4.5680586873e-05,8.68359646715e-05,0.00016298221188,0.000301841897112,0.00055119871263,0.000991684243504,0.00175617731012,0.00305786120771,0.00522826456097,0.00876405577689,0.014375207282,0.0230144846306,0.0358442467339,0.0540521601519,0.0783368492523,0.1076130367
1.0,1.76666267704e-11,3.70879449147e-11,7.74183031234e-11,1.60672285546e-10,3.31495293446e-10,6.79834549969e-10,1.38569154326e-09,2.80680847157e-09,5.64916782076e-09,1.12959102247e-08,2.24367173832e-08,4.42620383155e-08,8.67094152333e-08,1.68650760158e-07,3.25624636106e-07,6.23975588342e-07,1.18644615926e-06,2.23800385189e-06,4.18698174986e-06,7.7670441368e-06,1.4282455441e-05,2.60261545008e-05,4.69821626848e-05,8.39874145881e-05,0.000148621043048,0.00026021940523,0.000450587551605,0.000771187558227,0.00130380419782,0.00217584833083,0.00358140969816,0.00580863513658,0.00927250378511,0.0145488128006,0.0223989500502,0.0337639107962,0.0496867906383,0.0710885611658,0.0982482410602,0.129590208161
