otwl,oths
6.482598,0.0
6.37751476828,1.13381400217
6.03089232982,2.2592651697
5.56688054005,3.34365293648
5.02547781085,4.35986562628
3.94402163717,5.20674874813
2.79340297707,5.43344689911
1.59600247147,5.4621164574
